"Gene.symbol","logFC","P.Value","adj.P.Val"
"Brd1",0.0592,0.482,0.723
"Mfap4",0.0495,0.482,0.723
"Slc17a1",-0.0678,0.482,0.723
"Cyp4a14",0.105,0.483,0.723
"1700029P11Rik",0.0507,0.483,0.723
"Ppy",0.0773,0.483,0.723
"Adra2c",0.0557,0.483,0.723
"Ero1l",-0.0648,0.483,0.723
"Ttbk2",0.0535,0.483,0.723
"Zfy2///Zfy1",0.0668,0.483,0.723
"Sh2b1",0.0528,0.483,0.723
"Parvg",0.05,0.483,0.723
"Tlr9",0.0487,0.483,0.723
"Uqcr10",-0.0538,0.483,0.723
"4833441D16Rik",-0.0762,0.483,0.723
"Ehd3",0.0668,0.484,0.723
"Nfatc1",0.0508,0.484,0.723
"Dvl2",0.0475,0.484,0.723
"Mmp13",-0.043,0.484,0.724
"Tom1l1",-0.0523,0.484,0.724
"Casq1",0.0707,0.485,0.724
"Orc6",-0.0798,0.485,0.724
"Tnrc6c",0.0487,0.485,0.724
"Igkv9-120///Igk-V1",0.0558,0.485,0.724
"Hrasls",0.0683,0.485,0.724
"Wnt8a",0.0515,0.485,0.725
"Gm16499",0.0722,0.485,0.725
"Sprr2j-ps",0.045,0.485,0.725
"Dyrk3",0.118,0.486,0.725
"Ppie",0.0533,0.486,0.725
"Tubgcp5",-0.0603,0.486,0.725
"Slc25a51",-0.111,0.486,0.725
"Ube2t",0.0497,0.486,0.725
"Hoxa10",0.0565,0.486,0.726
"Tex12",0.0573,0.487,0.726
"Fadd",-0.062,0.487,0.726
"Tspan14",0.0618,0.487,0.726
"Sugt1",-0.0843,0.487,0.726
"Nfkb1",-0.0497,0.487,0.726
"Gemin7",0.0423,0.488,0.727
"Copg1",0.0498,0.488,0.727
"Zfp940",0.0512,0.488,0.727
"Cops6",-0.0652,0.488,0.727
"Cyp11a1",0.0567,0.488,0.727
"Leng1",0.0565,0.489,0.727
"Adgre4",-0.107,0.489,0.727
"Atf7ip2",0.0535,0.489,0.728
"Zfp42",0.0542,0.489,0.728
"Cd300ld",-0.0562,0.489,0.728
"AA414903",0.0542,0.489,0.728
"Tmem121",0.079,0.49,0.728
"Bnip3",0.069,0.49,0.728
"Brk1",-0.0407,0.49,0.728
"Dlx1",-0.0513,0.49,0.729
"Etfa",-0.0388,0.49,0.729
"Mir142///Mir142hg",0.0577,0.49,0.729
"Pramel7",0.049,0.49,0.729
"C77614",-0.0462,0.49,0.729
"Bmyc",0.0467,0.49,0.729
"Nfkbib",-0.0523,0.49,0.729
"Slamf6",-0.0912,0.49,0.729
"Flad1///Lenep",-0.0487,0.491,0.729
"Defa4",-0.05,0.491,0.729
"Med16",0.0477,0.491,0.729
"Lair1",0.0518,0.491,0.729
"Uvrag",-0.0717,0.491,0.729
"Vstm2b",0.0562,0.491,0.729
"Map3k12",-0.072,0.491,0.729
"Wdpcp",0.053,0.491,0.729
"Acss1",-0.101,0.491,0.729
"Vimp",-0.0512,0.491,0.729
"Exosc8",0.045,0.491,0.729
"Rpl14",-0.0547,0.491,0.729
"Hnf1a",0.0643,0.491,0.729
"Dhx8",0.0448,0.492,0.729
"Dkk4",0.0472,0.492,0.729
"H2-Q5///H2-K1",0.0537,0.492,0.729
"Rps15a-ps6",-0.0417,0.492,0.73
"4932441J04Rik",0.0592,0.492,0.73
"Serpina3g",0.073,0.492,0.73
"Nat8f6///Nat8f7///Nat8f3",-0.0455,0.492,0.73
"Cdh11",0.0372,0.492,0.73
"Slc12a5",-0.0618,0.492,0.73
"Psma7",0.06,0.492,0.73
"Large",-0.0595,0.492,0.73
"Neurod1",0.0635,0.493,0.73
"Ncbp3",0.0563,0.493,0.73
"Cd40",0.0488,0.493,0.73
"Plekhh1",-0.101,0.493,0.73
"Dcps",-0.046,0.493,0.73
"1810065E05Rik",0.0578,0.493,0.73
"Psat1",-0.0515,0.493,0.73
"Capn1",0.0628,0.494,0.731
"Arid3a",0.0538,0.494,0.731
"Arhgdib",-0.0635,0.494,0.731
"C79709",0.0603,0.494,0.731
"Hba-a1",-0.0413,0.494,0.731
"Hoxb8///Hoxb7",0.0503,0.494,0.731
"Kif13a",-0.0427,0.494,0.731
"Zc2hc1c",0.0415,0.495,0.732
"Cep290",0.0452,0.495,0.732
"Dspp",0.0533,0.495,0.732
"Zscan26",-0.0838,0.495,0.732
"Sycp3",-0.0485,0.495,0.732
"Zbtb18",0.0577,0.495,0.732
"Acsm1",-0.114,0.495,0.732
"Ccdc71l",0.0708,0.495,0.732
"Ppl",0.0597,0.495,0.732
"Tbcel",0.049,0.495,0.732
"Tll1",0.0483,0.496,0.732
"Med25",0.039,0.496,0.733
"Klc4",0.0562,0.496,0.733
"Cep41",0.067,0.496,0.733
"Prrc1",-0.06,0.496,0.733
"Grb2",0.0533,0.496,0.733
"Mup19///Gm2083///Mup8///Mup7///Mup16///Mup15///Mup14///Mup13///Mup12///Mup10///Mup9///Mup2///Mup1",0.039,0.496,0.733
"Hist1h1e",0.0468,0.496,0.733
"Tnfrsf18",-0.0697,0.496,0.733
"Esyt1",-0.0713,0.496,0.733
"Map4k4",0.0398,0.496,0.733
"Clec16a",0.058,0.496,0.733
"Rbfox1",0.0393,0.497,0.733
"Bcl6",-0.108,0.497,0.733
"Tiprl",0.0673,0.497,0.733
"Styxl1",0.0635,0.497,0.733
"Kremen1",-0.0505,0.497,0.734
"Kcnip2",-0.048,0.497,0.734
"Mvk",-0.0535,0.497,0.734
"Clcnkb",-0.0448,0.497,0.734
"Gm1976",-0.0525,0.497,0.734
"Defb15",0.0647,0.497,0.734
"Kcnj3",-0.042,0.497,0.734
"Tssk6",-0.0543,0.498,0.734
"Vmn1r15",0.0377,0.498,0.734
"Psmc3",0.0533,0.498,0.734
"Zfp143",0.063,0.498,0.734
"Spop",0.0527,0.498,0.734
"Zfp672",0.0517,0.498,0.734
"Abcg2",0.0507,0.498,0.734
"Cept1",-0.0618,0.498,0.734
"Tulp2",0.0577,0.499,0.734
"Specc1",-0.0573,0.499,0.735
"Mob3b",-0.051,0.499,0.735
"LOC101056305///H2-K1///H2-D1",0.0437,0.499,0.735
"Ggh",-0.0738,0.499,0.735
"Snhg11",0.0672,0.499,0.735
"Ehf",0.0608,0.499,0.735
"Smad2",0.0547,0.499,0.735
"Fgf20",0.0707,0.499,0.735
"Sh3bp5l",-0.0565,0.499,0.735
"Tmprss11d",-0.051,0.5,0.735
"Htatsf1",-0.0473,0.5,0.735
"Mettl3",-0.0497,0.5,0.735
"AI450241",0.0563,0.5,0.735
"Clk2",-0.0678,0.5,0.735
"Herc4",-0.0513,0.5,0.735
"Cldn11",0.0413,0.5,0.735
"Insm1",0.0462,0.5,0.735
"Thoc1",0.0387,0.5,0.735
"Lbh",0.0548,0.501,0.736
"Slx1b",0.0602,0.501,0.736
"Rpl7a",0.0355,0.501,0.736
"Ttyh2",0.0592,0.501,0.736
"Fgf10",0.0492,0.501,0.736
"Pla2g4a",-0.0463,0.501,0.736
"C77815",0.0358,0.501,0.736
"B3galt6",0.0503,0.501,0.736
"Prap1",-0.112,0.501,0.736
"Wdr83",-0.0575,0.502,0.736
"Dnajb7",0.0555,0.502,0.736
"Xist",-0.0615,0.502,0.737
"Gja3",0.0638,0.502,0.737
"Bckdha",-0.0468,0.503,0.737
"Igfbp5",0.063,0.503,0.737
"Gdf9",0.0428,0.503,0.737
"Tubb4a",0.062,0.503,0.738
"March2",0.0515,0.503,0.738
"Aqp5",0.0468,0.504,0.738
"Dtwd1",-0.059,0.504,0.738
"Aatk",0.0468,0.504,0.738
"Ctsj",-0.0457,0.504,0.738
"Nnat",-0.0433,0.504,0.738
"Zfp568",0.056,0.504,0.738
"Hoxd10",0.0433,0.504,0.738
"Trim6",-0.0553,0.504,0.738
"Adap2",-0.0747,0.504,0.738
"Sema3c",-0.0715,0.504,0.738
"Lgmn",-0.0788,0.504,0.738
"Tmem106a",-0.0642,0.505,0.739
"Mrps31",-0.0503,0.505,0.739
"Tmem101",0.051,0.505,0.739
"Ropn1l",0.126,0.505,0.739
"Sssca1",0.0543,0.505,0.739
"Usp49",-0.0538,0.505,0.739
"2310065H11Rik///2310057J18Rik",0.0467,0.505,0.739
"Zbtb46",0.0487,0.505,0.739
"Gm10229",0.0478,0.506,0.739
"Rnf130",-0.04,0.506,0.74
"Pate4",-0.0615,0.506,0.74
"Crlf2",0.0873,0.506,0.74
"Eps8l1",0.0487,0.506,0.74
"Lama2",-0.0498,0.506,0.74
"Fkbp8",-0.0413,0.506,0.74
"Phactr2",0.0525,0.506,0.74
"Cckbr",0.042,0.506,0.74
"Elmo2",0.0553,0.506,0.74
"Cpa3",0.0433,0.507,0.74
"Cldn18",0.0525,0.507,0.74
"Reln",-0.0528,0.507,0.74
"Parg",0.0573,0.507,0.74
"Cox6c",-0.0742,0.507,0.74
"Fcrls",0.0595,0.507,0.74
"Zfp212",-0.0512,0.507,0.74
"Hspa5",0.087,0.507,0.74
"Mrps35",-0.0395,0.507,0.74
"Slc22a19",0.046,0.508,0.74
"Dsc3",-0.0542,0.508,0.741
"Dffa",-0.0477,0.508,0.741
"Apbb1ip",0.0457,0.508,0.741
"Sf3b5",0.0417,0.508,0.741
"Golt1b",-0.0412,0.508,0.741
"Tssk3",-0.081,0.509,0.741
"H2-Q9///H2-Q7",-0.088,0.509,0.741
"Cyp2e1",0.0393,0.509,0.741
"Cela1",-0.305,0.509,0.741
"Sprr2a2///Sprr2a1",0.06,0.509,0.741
"Rln1",-0.0522,0.509,0.741
"Wnt9a",0.0438,0.509,0.741
"AA522020",0.0642,0.51,0.741
"Fam174b",-0.0548,0.51,0.741
"Tspy-ps",0.0475,0.51,0.741
"Ict1",-0.0513,0.51,0.741
"Fmn1",-0.0677,0.51,0.741
"Klra1",0.0535,0.51,0.741
"1700020D05Rik",-0.0372,0.51,0.741
"Fam45a",-0.0438,0.51,0.741
"Casp8",-0.071,0.51,0.741
"Cog8",-0.077,0.51,0.741
"Gtpbp3",-0.0603,0.51,0.741
"Pdgfc",0.0542,0.51,0.742
"Elane",-0.0637,0.51,0.742
"AA407331",0.0363,0.51,0.742
"Magea8///Magea6///Magea5///Magea3///Magea2///Magea1",0.0462,0.511,0.742
"0610037L13Rik",-0.057,0.511,0.742
"Fgfr1",-0.0498,0.511,0.742
"Adam26a",-0.0588,0.511,0.742
"Eef1a1",-0.0345,0.511,0.742
"Dynlt1a///Dynlt1c///Dynlt1f",-0.0432,0.511,0.742
"Ctsg",-0.0657,0.511,0.742
"Gys2",-0.086,0.512,0.742
"Nags",0.0613,0.512,0.742
"Fam234b",0.0582,0.512,0.743
"B3gntl1",0.0475,0.512,0.743
"Acod1",0.0532,0.512,0.743
"Kmo",0.0972,0.512,0.743
"Esrra",-0.066,0.512,0.743
"Dpyd",-0.0525,0.512,0.743
"Sema4d",0.0788,0.512,0.743
"F12",-0.0697,0.513,0.743
"Traf3",-0.0373,0.513,0.743
"Wfdc2",-0.0705,0.513,0.743
"Ogfr",-0.0518,0.513,0.743
"Mbd2",-0.0613,0.513,0.744
"Agxt",-0.102,0.513,0.744
"Alk",0.0432,0.513,0.744
"Hemgn",0.0428,0.513,0.744
"Ap1m1",-0.0403,0.513,0.744
"Glyr1",-0.05,0.513,0.744
"Naip1",-0.101,0.513,0.744
"Ptgdr",0.0372,0.514,0.744
"Dtl",0.0432,0.514,0.744
"Tfap2a",0.0622,0.514,0.744
"Cyp24a1",-0.05,0.514,0.744
"Eci2",0.0533,0.514,0.744
"Ssfa2",0.0593,0.514,0.744
"Tekt2",0.0622,0.514,0.744
"Tubg2",0.042,0.514,0.744
"AA517545",0.0392,0.514,0.744
"Ago2",0.0635,0.515,0.745
"Phtf1",-0.052,0.515,0.745
"Ptx3",-0.0398,0.515,0.745
"Cmas",-0.0428,0.515,0.745
"Cybb",-0.0912,0.516,0.745
"Lypd3",0.0542,0.516,0.745
"Ddit3",0.0683,0.516,0.746
"Rps27rt///Rps27",0.0443,0.517,0.746
"Ddhd2",0.0478,0.517,0.747
"Itga6",-0.082,0.517,0.747
"Mog",-0.0562,0.517,0.747
"Phf7",-0.0513,0.517,0.747
"Noct",0.191,0.517,0.747
"Lmf1",0.076,0.518,0.747
"Gtf2f2",0.051,0.518,0.748
"Usp2",0.118,0.518,0.748
"Cep57l1",-0.0545,0.518,0.748
"Dusp18",-0.0482,0.518,0.748
"Atg10",-0.0437,0.518,0.748
"Upk3b",0.0518,0.519,0.748
"Cyp2j13",-0.037,0.519,0.748
"Igk-V1",-0.0435,0.519,0.748
"Gm1821///Ubb",-0.0413,0.519,0.749
"Nckap1",-0.0353,0.52,0.749
"Golph3l",0.0632,0.52,0.749
"Image:619641",-0.0417,0.52,0.749
"Ccdc120",0.05,0.52,0.749
"LOC100041483///Tcl1b3",0.0432,0.52,0.749
"Lrrc41",-0.0432,0.52,0.749
"Oaf",-0.0628,0.52,0.749
"Ctdspl",0.0767,0.52,0.749
"Trhr",0.0368,0.52,0.75
"Igbp1b",0.0557,0.521,0.75
"Sytl2",-0.0635,0.521,0.75
"Exoc7",-0.0507,0.521,0.75
"Lactb2",-0.12,0.522,0.75
"Dr1",-0.0633,0.522,0.75
"Fam160b1",0.049,0.522,0.751
"Tab1",0.0627,0.522,0.751
"Plek",-0.05,0.522,0.751
"Zfp689",-0.048,0.522,0.751
"Gm31556",-0.0343,0.522,0.751
"Adam19",0.049,0.522,0.751
"Fam178a",0.0547,0.522,0.751
"Mapre3",0.0453,0.523,0.751
"Tagln3",0.0603,0.523,0.751
"Zfp52",-0.039,0.523,0.751
"Plg",-0.0552,0.523,0.751
"Hist1h3a///Hist2h3b///Hist1h3i///Hist1h3h///Hist1h3e///Hist1h3b///Hist1h3d///Hist1h3c///Hist1h3f///Hist1h3g///Hist2h3c2///Hist2h3c1",0.0377,0.523,0.752
"4930533N22Rik",0.0508,0.523,0.752
"Hand2",-0.0493,0.523,0.752
"Dnaaf1",0.0547,0.523,0.752
"Polr3g",0.0568,0.523,0.752
"Cd300c2",0.0435,0.523,0.752
"Tcte1",0.0492,0.524,0.752
"Adam7",0.0538,0.524,0.752
"A2m",0.0423,0.524,0.752
"Krtap13",-0.0502,0.524,0.752
"Wdr74",0.0473,0.524,0.752
"Ctu1",-0.0592,0.524,0.752
"Hp1bp3",0.0555,0.524,0.752
"Mras",-0.0623,0.524,0.752
"Gpsm2",-0.0672,0.524,0.752
"Olfm3",0.0355,0.524,0.752
"Gsdmc2///Gsdmc",0.0632,0.524,0.752
"Mos",0.0405,0.525,0.752
"Nek4",0.0585,0.525,0.752
"Chrna1",-0.0575,0.525,0.752
"Tex11",0.0522,0.525,0.753
"AF366264",0.044,0.525,0.753
"Fam187a",0.051,0.526,0.753
"Ltbp1",0.0413,0.526,0.753
"Lefty1",0.059,0.526,0.753
"Cd46",-0.0407,0.526,0.754
"Kpna6",-0.065,0.526,0.754
"Zfyve16",-0.0398,0.526,0.754
"Hdac5",-0.0488,0.526,0.754
"Vps25",-0.0375,0.526,0.754
"Narfl",0.0413,0.527,0.754
"Slc1a4",0.0485,0.527,0.754
"Vopp1",-0.109,0.527,0.754
"Dtd2",-0.0508,0.527,0.754
"Il25",0.0505,0.527,0.754
"H2afy2",-0.043,0.528,0.755
"Aldh3a1",-0.0512,0.528,0.755
"Etv5",0.0413,0.528,0.755
"Arpc1a",-0.0557,0.528,0.755
"Tnfrsf23",0.0528,0.528,0.755
"Tmem150b",0.0487,0.528,0.755
"Mrps28",-0.0492,0.528,0.755
"Abcb4",0.051,0.528,0.755
"Tbk1",0.0568,0.528,0.755
"Igkv15-103",0.049,0.528,0.755
"Birc5",-0.114,0.528,0.755
"Mid1",0.0663,0.528,0.755
"Fcrl1",0.0537,0.529,0.755
"Otud4",0.0538,0.529,0.755
"Lysmd2",-0.058,0.529,0.755
"Rabif",-0.0637,0.529,0.756
"H2-Bl",-0.0465,0.529,0.756
"Kcnip4",0.0438,0.529,0.756
"Kin",0.0492,0.529,0.756
"Apof",-0.053,0.529,0.756
"Astn1",0.0672,0.529,0.756
"Stac",0.0463,0.529,0.756
"Mcoln1",-0.062,0.53,0.756
"Vav1",0.0533,0.53,0.756
"Zhx1",-0.0412,0.53,0.756
"2700079J08Rik",0.0922,0.53,0.756
"Magix",0.0502,0.53,0.756
"Phtf2",0.0377,0.53,0.756
"Neurod6",0.0387,0.53,0.756
"P4ha2",0.0712,0.53,0.756
"Gm14475///Gm14478///Gm14482///Gm14479///Gm14476///Gm14477///Gm14474///Gm14483///Gm14484///Gm14501///1700012L04Rik",0.0603,0.53,0.756
"Timp1",-0.0475,0.53,0.756
"Tshz2",0.0548,0.53,0.756
"Sept5///Gp1bb",0.0683,0.531,0.756
"Slurp1",-0.0408,0.531,0.756
"Med23",0.0538,0.531,0.756
"Micu1",0.046,0.531,0.756
"Ptpre",0.0853,0.531,0.756
"Batf",0.0597,0.531,0.757
"Upk2",0.0447,0.531,0.757
"Hs6st3",-0.0488,0.531,0.757
"BC094435",-0.0653,0.531,0.757
"Crabp1",0.0387,0.531,0.757
"Cyp1b1",-0.0623,0.531,0.757
"Rad51",0.0507,0.532,0.757
"Stat6",0.042,0.532,0.757
"Cxcr5",0.053,0.532,0.757
"Las1l",-0.0462,0.532,0.758
"Adcy7",0.0772,0.532,0.758
"BC048403",-0.0598,0.532,0.758
"Fam117a",-0.0547,0.533,0.758
"Klk1b5",-0.0538,0.533,0.758
"Gm10228///1110025L11Rik///Krtap6-1",0.0525,0.533,0.758
"Naip7///Naip6",-0.0503,0.533,0.758
"BC017643",0.0678,0.533,0.758
"Rnf185",0.0508,0.533,0.758
"Ccdc65",0.0447,0.534,0.759
"1110008F13Rik",-0.0447,0.534,0.759
"Emp1",0.139,0.534,0.759
"Ccdc59",0.0393,0.534,0.759
"Pde6h",0.0537,0.534,0.759
"Rfng",-0.0433,0.534,0.759
"Iah1",0.0815,0.534,0.759
"Tecr",0.0438,0.534,0.759
"Hey2",0.0368,0.534,0.759
"Tnfrsf4",0.0447,0.534,0.759
"Rassf1",0.0437,0.534,0.759
"Lef1",0.0403,0.534,0.759
"Edaradd",0.0417,0.534,0.759
"C78142",-0.0412,0.535,0.759
"Ctdnep1",-0.052,0.535,0.759
"Slc25a26",-0.0437,0.535,0.759
"Wnt4",0.0573,0.535,0.759
"Gm8213///Gm14407///Gm5908///Gm14439///Gm5453///Gm13981///Rpl27a",-0.0353,0.535,0.759
"Slc7a12",-0.066,0.535,0.759
"Rcn1",-0.0437,0.535,0.759
"Magohb",-0.0563,0.535,0.759
"Crot",-0.108,0.535,0.759
"Prdm1",-0.0928,0.536,0.76
"Aldh6a1",-0.0897,0.536,0.76
"Kank3",0.0442,0.536,0.76
"Amh",0.0442,0.536,0.76
"Sdc3",-0.042,0.536,0.76
"Msx3",-0.0475,0.536,0.76
"Cenph",0.0415,0.536,0.76
"Taf8",0.0528,0.536,0.76
"Mrpl37",-0.0638,0.536,0.76
"1700102P08Rik",0.034,0.537,0.76
"Ppp4c",-0.0475,0.537,0.76
"Ptges2",-0.0428,0.537,0.76
"Ppp3cc",0.0402,0.537,0.76
"Hmg20a",0.044,0.537,0.761
"Sec11a",0.0672,0.538,0.761
"Ccr8",0.0428,0.538,0.761
"Mfge8",0.0737,0.538,0.761
"Fam208b",-0.049,0.538,0.761
"Prss30",0.0662,0.538,0.761
"Ebp",-0.0435,0.538,0.761
"Tcrg-V1",-0.0582,0.539,0.762
"Slc13a2",-0.0742,0.539,0.762
"Creb3l4",0.0452,0.539,0.762
"1810026J23Rik",0.0525,0.539,0.762
"Arf2",-0.0325,0.539,0.762
"Nuf2",0.05,0.539,0.762
"Usp20",0.0502,0.539,0.762
"Tacr2",0.0518,0.54,0.762
"Irx4",0.0553,0.54,0.763
"2610001J05Rik",-0.063,0.54,0.763
"Ecm1",0.0535,0.54,0.763
"Smpd4",0.0455,0.54,0.763
"Hist2h2bb",0.0563,0.54,0.763
"Calcr",0.0458,0.54,0.763
"Hcrt",0.0663,0.541,0.763
"Tex13",0.0337,0.541,0.763
"Gk2",-0.0503,0.541,0.763
"Fam118b",0.0507,0.541,0.763
"Stx19",-0.0537,0.541,0.763
"Gpha2",0.0467,0.541,0.763
"Rag1",0.0372,0.541,0.763
"Epha2",-0.05,0.541,0.763
"Mpp6",0.0477,0.541,0.763
"Pramel1",0.0672,0.542,0.764
"Popdc2",0.0528,0.542,0.764
"Ttc36",0.0718,0.542,0.764
"B4galt7",0.0417,0.542,0.764
"Csde1",-0.0482,0.542,0.764
"Magi3",0.0473,0.542,0.764
"Anapc1",-0.0502,0.542,0.764
"Crp",-0.0563,0.542,0.764
"Pcdh7",0.0387,0.543,0.764
"Cln6",0.0508,0.543,0.764
"Hoxa13",-0.0787,0.543,0.765
"Pcdhb16",0.0378,0.543,0.765
"Vps36",-0.0545,0.543,0.765
"Tex40",-0.0473,0.543,0.765
"Rpl13a",-0.0413,0.543,0.765
"Rag2",0.0445,0.543,0.765
"Padi2",0.0573,0.544,0.765
"Matn4",0.0677,0.544,0.765
"Ccne2",0.04,0.544,0.765
"Mesdc1",0.0552,0.544,0.766
"Ifna2",0.0837,0.544,0.766
"Gm21104///LOC100861618///LOC100043921///LOC100043918///Gm2564///Gm13309///Gm2457///Gm12407///Gm2023///Ccl19",0.0413,0.545,0.766
"Gkap1",-0.0775,0.545,0.766
"Psma2",0.0432,0.545,0.766
"2310022A10Rik",0.048,0.545,0.766
"Zfp281",0.0978,0.546,0.767
"LOC100503923///LOC100041903///Gm2666///Gm7609///Csprs",-0.0638,0.546,0.767
"Tbx1",0.0723,0.546,0.767
"Scn10a",0.0472,0.546,0.767
"Plcg2",-0.0498,0.546,0.767
"Mpv17l",0.04,0.546,0.767
"Smc2",-0.0617,0.546,0.767
"Rassf2",-0.0377,0.546,0.767
"Zfp623",0.064,0.546,0.767
"Sepn1",0.0402,0.547,0.767
"Rnf138",-0.0648,0.547,0.768
"Cd59a",-0.0552,0.547,0.768
"Tigd5",0.0388,0.548,0.768
"Gfpt1",0.0592,0.548,0.768
"Kdm4c",0.05,0.548,0.768
"Spsb3",-0.065,0.548,0.768
"Dpys",-0.0727,0.548,0.768
"Speer4f1",-0.0355,0.548,0.769
"Rab13",0.052,0.549,0.769
"Sgsh",-0.0647,0.549,0.769
"Agap3",-0.046,0.549,0.769
"Il5ra",0.0387,0.549,0.769
"Rhox4b",0.0482,0.549,0.769
"Magea6",0.0465,0.549,0.769
"Hapln2",-0.0438,0.549,0.769
"Slc17a9",0.057,0.549,0.769
"Nsg1",0.0503,0.549,0.769
"Strn4",0.0435,0.549,0.769
"Mrrf",0.0338,0.549,0.769
"Tspan12",0.132,0.549,0.769
"Mrps18c",0.0552,0.549,0.769
"Hypm",0.0545,0.549,0.769
"Zfp943",-0.0358,0.549,0.769
"Csnk1g1",0.0512,0.549,0.769
"Ltbp2",-0.0525,0.549,0.769
"Slf1",0.0527,0.549,0.769
"Taz",0.0538,0.55,0.769
"Rtn1",0.06,0.55,0.769
"Soat2",-0.0635,0.55,0.769
"Gm2682",0.0543,0.55,0.77
"Armc10",-0.0523,0.551,0.77
"Themis2",0.0443,0.551,0.77
"Prmt1",0.0478,0.551,0.77
"Jmjd1c",0.0747,0.551,0.77
"Dio2",0.0495,0.551,0.77
"Jagn1",0.0437,0.551,0.77
"Dmrt2",0.0735,0.551,0.77
"Chek1",-0.0318,0.552,0.77
"Asic2",0.037,0.552,0.77
"Faap24",0.0382,0.552,0.77
"Zcchc14",0.058,0.552,0.771
"Rnf207",-0.0478,0.552,0.771
"Tcf23",-0.043,0.552,0.771
"Tnfrsf25",0.048,0.552,0.771
"Eif3l",-0.043,0.552,0.771
"Gopc",-0.0342,0.552,0.771
"Rbms1",-0.0703,0.552,0.771
"Rps25",0.0535,0.552,0.771
"Pilra",-0.0408,0.552,0.771
"Syt3",0.05,0.552,0.771
"Ccnc",-0.0412,0.552,0.771
"C77080",0.0462,0.553,0.771
"March9",-0.05,0.553,0.771
"Lrrc14",0.0665,0.553,0.771
"Pmpca",-0.0365,0.553,0.771
"Mical1",0.1,0.553,0.771
"Ackr4",0.064,0.553,0.772
"Il21",0.0403,0.554,0.772
"Rev1",0.0485,0.554,0.772
"Rb1",-0.0823,0.554,0.772
"Id1",0.0682,0.554,0.772
"Xpc",-0.0415,0.554,0.772
"Mfsd7b",-0.0475,0.554,0.772
"Myh6",0.0488,0.554,0.772
"Gfra4",0.0553,0.554,0.772
"Ifna4",0.045,0.554,0.772
"Zfp26",-0.0438,0.554,0.772
"Lsm7",-0.0412,0.554,0.772
"Gm5879///Gm12816///Rpl3",-0.045,0.554,0.772
"Napg",0.0415,0.554,0.772
"Gpr137b",-0.0372,0.554,0.772
"Oplah",0.0537,0.554,0.772
"Vit",0.0368,0.555,0.772
"Sema3e",-0.0348,0.555,0.772
"Lat2",0.0643,0.555,0.772
"Ftsj3",0.079,0.555,0.772
"Senp6",0.0455,0.555,0.772
"Fam126b",-0.0635,0.555,0.772
"Mrgpra3",-0.0498,0.555,0.772
"4932416H05Rik",-0.0485,0.556,0.773
"Ntn1",-0.0637,0.556,0.773
"Golga2",0.0378,0.556,0.773
"Tas1r1",0.0807,0.556,0.773
"Gp1ba",0.0515,0.557,0.773
"Sqle",-0.205,0.557,0.773
"Hs6st2",0.0403,0.557,0.773
"Tmem150a",-0.0393,0.557,0.773
"Prl8a8",-0.0465,0.557,0.773
"BC002189",0.0508,0.557,0.773
"Slc5a11",0.0577,0.557,0.773
"Gtf2h1",0.0495,0.557,0.773
"Reg1",-0.321,0.557,0.774
"Zfp352",-0.0382,0.558,0.774
"H2-M10.1",0.0613,0.558,0.774
"Phxr2",0.0445,0.558,0.774
"Sebox",-0.0468,0.558,0.774
"Igfbp2",0.0647,0.558,0.774
"Hsd17b7",0.0435,0.559,0.774
"Gm9817",-0.0427,0.559,0.774
"C80012",0.0408,0.559,0.774
"Ramp2///Vps25",-0.0492,0.559,0.775
"Cdh3",-0.037,0.559,0.775
"Gm3873///Gm3244///Ndufb4",-0.0318,0.559,0.775
"Clec4d",0.0505,0.559,0.775
"Cadps2",0.0542,0.56,0.775
"Syvn1",-0.0563,0.56,0.775
"AA517841",0.0412,0.56,0.775
"Fam189b",0.0553,0.561,0.776
"Insrr",0.0523,0.561,0.776
"LOC664787",0.0415,0.561,0.776
"Cpa2",-0.131,0.561,0.776
"Cnot9",0.0388,0.561,0.776
"Twist1",0.0413,0.561,0.776
"Mmp14",0.0645,0.561,0.776
"Ntn4",-0.0537,0.562,0.776
"Tspan17",0.0448,0.562,0.776
"Hnrnph2",-0.0462,0.562,0.776
"Olfr78",0.0402,0.562,0.776
"Sphk1",0.0397,0.562,0.776
"Nr0b1",0.0452,0.562,0.776
"Rnaseh1",-0.0387,0.562,0.776
"Pole4",0.054,0.562,0.777
"Gpalpp1",0.0617,0.562,0.777
"Nmur1",0.059,0.562,0.777
"Dcaf12",0.0487,0.563,0.777
"Msln",0.055,0.563,0.777
"Cntn4",0.0575,0.563,0.777
"Ankrd6",0.0788,0.563,0.777
"Plce1",-0.0525,0.563,0.777
"St6galnac6",0.0413,0.563,0.778
"Trap1a",0.038,0.564,0.778
"Usp33",0.0517,0.564,0.778
"Pde6c",-0.0427,0.564,0.778
"Atg3",-0.0447,0.564,0.778
"Syk",-0.045,0.564,0.778
"Abhd16a",-0.0368,0.564,0.778
"Melk",0.0518,0.564,0.778
"Olfr74",-0.0448,0.564,0.778
"Hoxa11os",0.0393,0.565,0.778
"Trp53bp1",0.0367,0.565,0.778
"Mylpf",0.0743,0.565,0.778
"Snapc5",-0.0338,0.565,0.778
"Slc9a3r1",-0.0642,0.565,0.779
"Zap70",-0.0753,0.565,0.779
"Traf1",0.0485,0.565,0.779
"Ambn",0.0488,0.565,0.779
